Bee_ID,Birthdate,Birthweight,Source_colony,NP_observations,Sociality,NonsocNonact,NPWA,NPAQ,NPGO,NPGS,NPTR,NPBE,NPAD,NPVI,NPBC,NPIN,Forage_date,Forage_age,AFF_week,GRS_score,GRS_low,Date_fMR,Age_fMR,Mass_fMR,Date_sMR,Age_sMR,Mass_sMR,RMRMeanstable2min,RMRSDstable2min,RMRMeanlowregion,RMRSDlowregion,RMRMeanlow120,RMRSDlow120,RMRMeanpeak,RMRSDpeak,RMRMeanvalley,RMRSDvalley,RMRMeanperiod,RMRSDperiod,RMRNumberpeaks,Meanallflight,SDallflight,Maxallflight,Meancontig,SDcontig,Maxcontig,Lengthcontig,Meanstable1min,SDstable1min,Maxstable1min,Meanhigh1min,SDhigh1min,Maxhigh1min,Meanhighest120,SDhighest120,Maxhighest120,Date_death,Days_captivity,Age_death,longevity,RMRwcjoule,FMRwcjoule,RMR,RMRpeak,FMR,RMR34,FMR34,Conswc2,ConsJ,ConsJhr,ConsmWwc2,massbal,MB,wt_birthtofMR,RMR2,FMR2,ConsmWwc22,SharefedT1_5ave2,NPBC2,Sociality2,NPWA2,NonsocNonact2,wt_birthtofMR22,wt_birthtofMR2,Birthweight2,longevity2,Forage_age2,AFF_group22,RMR2,FMR2,ConsmWwc22,NPBC2,Sociality2,NPWA2,NonsocNonact2,Birthweight2,longevity2,Forage_age2,AFF_group22
WW9,6/18/2018,0.1229,LAP_4,NA,0.059,0.443,0.148,0,0,0.049,0.059,0,0,0,0.35,0.394,6/29/2018,11,2,NA,NA,7/16/2018,28,0.0856,18-Jul,30,0.118,146.9955327,11.77676107,92.17480196,33.34374724,107.0298686,38.30422301,291.4153582,171.3026945,161.5810726,94.77642294,36.6,18.12969151,16,821.5857648,100.9956347,1142.881222,821.5857648,100.9956347,1142.881222,261,871.0317846,22.09761765,929.0254857,898.6464596,76.38276615,1142.881222,945.5472939,65.4029613,1142.881222,7/22/2018,4,34,34,230.4370049,2177.579462,64.01027914,202.3717765,604.8831838,34.62327636,327.1824138,0.727219626,311.8725,12.9946875,42.16863805,-21.84164109,Negative,0.0373,6.401027914,60.48831838,4.216863805,5.154333333,35,5.9,14.8,44.3,1.0373,3.73,12.29,34,11,4,6.401027914,60.48831838,4.216863805,35,5.9,14.8,44.3,12.29,34,11,4
WW90,6/18/2018,0.1334,LAP_4,NA,0,0.415,0.086,0,0,0.165,0,0,0,0,0.499,0.25,6/25/2018,7,1,5,4,7/5/2018,17,0.1127,7/6/2018,18,0.1296,68.68937579,13.87643655,61.42550133,17.66300381,66.94718319,9.572225226,134.7349825,62.65035804,77.32373573,30.2921836,29.0625,13.4137678,17,395.2962147,92.43662832,537.0588079,335.8735834,78.8226695,456.0598985,82,372.101218,42.8490542,455.888416,374.7654207,42.93546722,456.0598985,376.0833634,42.03508213,456.0598985,7/16/2018,10,28,28,116.6375979,706.5630936,32.39933275,71.06695814,196.267526,18.77228095,113.7180561,0.62324756,351.9024,14.6626,36.13970226,3.740369505,Positive,0.0207,3.239933275,19.6267526,3.613970226,NA,49.9,0,8.6,41.5,1.0207,2.07,13.34,28,7,1,3.239933275,19.6267526,3.613970226,49.9,0,8.6,41.5,13.34,28,7,1
Y18,6/11/2018,0.1137,LAP_3,NA,0.148,0.363,0.191,0,0.148,0.106,0,0,0,0,0.298,0.257,6/18/2018,7,1,8,1,6/21/2018,10,0.1249,6/22/2018,11,0.0917,37.94288351,13.00235631,34.12276789,17.01275584,27.50940435,6.415735776,73.88868826,36.00805392,33.58390722,22.13825448,33.76923077,13.91134936,14,440.0282521,90.05798898,538.8115275,463.5837907,31.65076772,534.1817933,14,463.5837907,31.65076772,534.1817933,463.5837907,31.65076772,534.1817933,463.5837907,31.65076772,534.1817933,7/22/2018,30,41,41,58.46495059,794.2908824,16.24026405,35.16630924,220.6363562,9.654586897,131.1649162,0.511838038,320.2821407,13.3450892,29.67949737,13.43923332,Positive,-0.0112,1.624026405,22.06363562,2.967949737,0.369666667,29.8,14.8,19.1,36.3,0.9888,-1.12,11.37,41,7,1,1.624026405,22.06363562,2.967949737,29.8,14.8,19.1,36.3,11.37,41,7,1
Y2,6/11/2018,0.1133,LAP_3,NA,0.053,0.178,0.361,0,0.053,0.12,0,0,0,0,0.408,0.058,6/20/2018,9,2,8,1,6/27/2018,16,0.0779,6/28/2018,17,0.1169,56.09023339,17.46907729,56.09023339,17.46907729,48.10779948,9.461486549,119.322171,55.58190376,66.76011079,47.27950029,30.5,16.12169628,13,689.7767398,86.00304959,901.9963595,725.7297863,103.467375,901.9963595,104,789.5996612,35.46860369,901.9963595,789.5996612,35.46860369,901.9963595,790.3647068,35.2568177,901.9963595,7/10/2018,12,29,29,154.0861354,2169.118453,42.80170427,91.05314718,602.5329036,22.61233581,318.3208843,0.393774069,153.68175,6.40340625,22.83342694,-19.96827733,Negative,0.0354,4.280170427,60.25329036,2.283342694,NA,40.8,5.3,36.1,17.8,1.0354,3.54,11.33,29,9,4,4.280170427,60.25329036,2.283342694,40.8,5.3,36.1,17.8,11.33,29,9,4
Y20,6/11/2018,0.105,LAP_3,NA,0.154,0.221,0.163,0,0.154,0,0,0,0,0,0.462,0.221,7/6/2018,25,4,8,1,6/27/2018,16,0.0824,6/28/2018,17,0.1268,41.44508967,7.6807434,28.42963459,9.704381555,27.92925141,4.394036541,70.66700906,50.2969952,32.09290925,25.53990138,29.21428571,20.47579649,15,481.4971156,55.72895465,554.6565304,481.4971156,55.72895465,554.6565304,66,490.5085147,47.6532955,554.6565304,490.5085147,47.6532955,554.6565304,492.1865118,46.20236008,554.6565304,7/10/2018,12,29,29,73.83424517,1273.893473,20.50951255,50.98011037,353.859298,10.98846784,189.5886851,0.611347087,252.37875,10.51578125,35.44964014,14.94012759,Positive,0.0226,2.050951255,35.3859298,3.544964014,NA,46.2,15.4,16.3,22.1,1.0226,2.26,10.5,29,25,16,2.050951255,35.3859298,3.544964014,46.2,15.4,16.3,22.1,10.5,29,25,16
Y25,6/11/2018,0.1131,LAP_3,NA,0.193,0.253,0.31,0,0.059,0.122,0.068,0.066,0,0,0.244,0.131,6/25/2018,14,2,3,5,7/5/2018,24,0.0931,7/6/2018,25,0.1256,38.51242459,9.966071404,38.51242459,9.966071404,49.53900319,5.260648833,141.4549839,83.12168128,74.55453634,62.91170877,29.29166667,15.61348126,25,610.3761601,79.34479217,750.344029,666.3364053,50.45878823,750.344029,94,695.601325,26.17506991,750.344029,695.601325,26.17506991,750.344029,696.6656091,25.46566607,750.344029,7/17/2018,11,36,36,88.52479981,1598.911746,24.59022217,90.31915072,444.1421517,13.58313049,245.3349449,0.926960258,432.363,18.015125,53.7508205,29.16059833,Positive,0.02,2.459022217,44.41421517,5.37508205,NA,24.4,19.3,31,25.3,1.02,2,11.31,36,14,4,2.459022217,44.41421517,5.37508205,24.4,19.3,31,25.3,11.31,36,14,4
Y34,6/11/2018,0.118,LAP_3,NA,0.053,0.168,0.352,0,0.053,0.118,0,0,0,0,0.427,0.05,6/18/2018,7,1,2,5,7/3/2018,22,0.084,7/4/2018,23,0.1315,47.7726554,18.48764344,47.7726554,18.48764344,46.14042897,13.79206013,151.6719307,43.48206716,69.86564013,30.65961545,32,16.24807681,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/12/2018,8,31,31,121.7065269,NA,33.80736857,107.3339721,NA,18.20041077,NA,0.883482143,371.804625,15.49185938,51.2296937,17.42232513,Positive,0.034,3.380736857,NA,5.12296937,NA,42.7,5.3,35.2,16.8,1.034,3.4,11.8,31,7,1,3.380736857,NA,5.12296937,42.7,5.3,35.2,16.8,11.8,31,7,1
Y35,6/11/2018,0.118,LAP_3,NA,0,0.383,0.232,0,0,0.231,0,0,0,0,0.385,0.152,6/29/2018,18,3,2,5,7/3/2018,22,0.1283,7/4/2018,23,0.1573,43.01588742,9.996232164,43.01588742,9.996232164,41.27708091,7.36358353,105.3131269,68.84269942,53.36447816,31.94522086,31.54545455,12.65988654,12,616.8026756,67.80782093,689.8917558,616.8026756,67.80782093,689.8917558,166,673.3132224,8.239525817,689.8917558,673.3132224,8.239525817,689.8917558,673.7139931,7.777015596,689.8917558,7/15/2018,11,34,34,71.749025,1123.063364,19.93028472,48.79407889,311.9620455,11.92806967,186.7060639,0.460249415,295.8405,12.3266875,26.68807374,6.757789019,Positive,-0.0103,1.993028472,31.19620455,2.668807374,NA,38.5,0,23.2,38.3,0.9897,-1.03,11.8,34,18,9,1.993028472,31.19620455,2.668807374,38.5,0,23.2,38.3,11.8,34,18,9
Y41,6/11/2018,0.1089,LAP_3,NA,0,0.46,0.263,0,0,0.274,0,0,0,0,0.277,0.186,6/20/2018,9,2,7,2,6/25/2018,14,0.0897,6/26/2018,15,0.1237,127.6009193,28.22363302,122.6991404,32.7889281,108.6944656,24.67089838,459.324852,50.65496613,165.9035442,92.8877383,49.23076923,24.57354216,14,567.672271,74.14378384,1118.784649,520.4922118,33.02208827,615.7857797,70,513.4273076,27.56179631,561.5106519,524.4556833,33.39782749,615.7857797,528.0492511,29.31254752,615.7857797,7/20/2018,24,39,39,292.7270462,1224.899039,81.31306839,304.3958823,340.2497331,44.49984113,186.2069575,0.456760635,205.2668593,8.552785804,26.48577296,-54.82729543,Negative,0.0192,8.131306839,34.02497331,2.648577296,3.783333333,27.7,0,26.3,46,1.0192,1.92,10.89,39,9,4,8.131306839,34.02497331,2.648577296,27.7,0,26.3,46,10.89,39,9,4
Y43,6/11/2018,0.121,LAP_3,NA,0,0.539,0.15,0,0,0.132,0,0,0,0,0.311,0.407,6/20/2018,9,2,5,4,7/3/2018,22,0.0792,7/4/2018,23,0.1247,203.0829683,89.06567769,203.0829683,89.06567769,62.774072,23.41478987,306.6640321,190.1951507,98.50072886,67.89862006,58.6,33.39610756,6,376.9129697,46.81774797,497.1495094,376.9129697,46.81774797,497.1495094,54,376.9129697,46.81774797,497.1495094,376.9129697,46.81774797,497.1495094,376.9129697,46.81774797,497.1495094,7/5/2018,1,24,NA,548.734283,1018.426459,152.4261897,230.1701139,282.8962385,80.8613316,150.0750402,0.70959596,281.562,11.73175,41.14671016,-111.2794796,Negative,0.0418,15.24261897,28.28962385,4.114671016,NA,31.1,0,15,53.9,1.0418,4.18,12.1,NA,9,4,15.24261897,28.28962385,4.114671016,31.1,0,15,53.9,12.1,NA,9,4
Y46,6/11/2018,0.1192,LAP_3,NA,0.152,0.363,0.146,0,0.056,0.108,0.096,0,0,0,0.339,0.255,6/20/2018,9,2,8,1,6/27/2018,16,0.1222,6/28/2018,17,0.1455,137.1790747,24.46266473,130.1111065,26.93187963,108.5347579,9.029804362,208.897488,73.08681144,122.8382546,41.69782192,33.2,19.68393108,16,676.3967158,127.7387968,831.3143814,702.3711714,75.46008245,831.3143814,81,740.0365029,38.02430582,831.3143814,740.0365029,38.02430582,831.3143814,741.7551794,35.87638442,831.3143814,7/17/2018,19,36,36,227.8541472,1295.972272,63.29281867,101.618618,359.9922977,37.42159019,212.8438031,0.472074468,289.014375,12.04226563,27.37376256,-35.91905611,Negative,-0.003,6.329281867,35.99922977,2.737376256,NA,33.9,15.2,14.6,36.3,0.997,-0.3,11.92,36,9,4,6.329281867,35.99922977,2.737376256,33.9,15.2,14.6,36.3,11.92,36,9,4
Y49,6/11/2018,0.1217,LAP_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/20/2018,9,2,5,1,6/27/2018,16,0.0961,6/28/2018,17,0.1403,33.64772894,11.21570586,33.64772894,11.21570586,41.86948748,8.260367807,90.95502854,34.24095852,36.99391408,28.88899407,26.82051282,11.32503467,40,871.1539406,65.55461905,1218.769195,880.8416649,42.41902857,966.5372775,100,906.5188409,31.59157445,966.5372775,906.5188409,31.59157445,966.5372775,909.0083597,27.9134188,966.5372775,7/26/2018,28,45,45,74.9283454,2018.678792,20.81342928,56.26192655,560.744109,11.58842698,312.2091067,0.663371488,319.3875,13.3078125,38.46633281,17.65290353,Positive,0.0256,2.081342928,56.0744109,3.846633281,6,NA,NA,NA,NA,1.0256,2.56,12.17,45,9,4,2.081342928,56.0744109,3.846633281,NA,NA,NA,NA,12.17,45,9,4
Y51,6/11/2018,0.1255,LAP_3,NA,0.161,0.168,0.42,0,0.161,0.085,0,0,0,0,0.251,0.083,6/25/2018,14,2,8,1,7/7/2018,26,0.081,7/8/2018,27,0.1252,201.5976532,62.02362534,201.5976532,62.02362534,162.3787479,27.01136878,363.9516302,76.99042394,188.2369589,58.15426712,32.46153846,13.01675449,14,995.5901777,66.42426794,1454.007934,1020.157883,52.82649401,1097.975425,112,1044.706404,14.77943112,1076.115448,1046.457882,16.93962616,1097.975425,1051.503813,12.58445067,1097.975425,7/15/2018,7,34,34,532.616022,2760.088524,147.948895,267.0975613,766.6912567,78.92834212,409.0173827,1.356790123,550.599,22.941625,78.67498285,-69.27391216,Negative,0.0445,14.7948895,76.66912567,7.867498285,NA,25.1,16.1,42,16.8,1.0445,4.45,12.55,34,14,4,14.7948895,76.66912567,7.867498285,25.1,16.1,42,16.8,12.55,34,14,4
Y52,6/11/2018,0.1096,LAP_3,NA,0.063,0.137,0.252,0,0,0.064,0.063,0,0,0,0.548,0.073,6/18/2018,7,1,8,1,6/25/2018,14,0.1206,6/26/2018,15,0.1303,33.24716018,14.89497593,33.24716018,14.89497593,22.23020332,7.357629032,110.8824351,58.27788383,51.41867313,42.23615012,27.5625,14.1136754,17,441.8463748,55.60651775,541.7996066,444.6383246,17.14235789,479.0549732,27,444.6383246,17.14235789,479.0549732,444.6383246,17.14235789,479.0549732,444.6383246,17.14235789,479.0549732,7/19/2018,23,38,38,58.99579004,788.9933786,16.38771945,54.65459994,219.1648274,9.657291655,129.1539475,0.299440299,180.923625,7.538484375,17.36337842,0.975658966,Positive,-0.011,1.638771945,21.91648274,1.736337842,5.332333333,54.8,6.3,25.2,13.7,0.989,-1.1,10.96,38,7,1,1.638771945,21.91648274,1.736337842,54.8,6.3,25.2,13.7,10.96,38,7,1
Y56,6/11/2018,0.114,LAP_3,NA,0.083,0.37,0.303,0,0,0.219,0.083,0,0,0,0.244,0.151,6/29/2018,18,3,2,5,7/5/2018,24,0.079,7/6/2018,25,0.1036,103.5263247,17.38295739,76.6798973,29.87919165,71.64304615,26.52827609,199.6537791,78.47873048,123.1482499,64.76978246,38.71428571,20.10521774,15,622.9215832,42.24428696,670.7421541,650.783513,12.58270795,670.7421541,38,650.783513,12.58270795,670.7421541,650.783513,12.58270795,670.7421541,650.783513,12.58270795,670.7421541,7/16/2018,10,35,35,207.7151648,1762.881921,57.6986569,150.2317466,489.6894226,30.58950693,259.6136338,1.164767937,461.0035017,19.20847924,67.540363,9.841706097,Positive,0.035,5.76986569,48.96894226,6.7540363,NA,24.4,8.3,30.3,37,1.035,3.5,11.4,35,18,9,5.76986569,48.96894226,6.7540363,24.4,8.3,30.3,37,11.4,35,18,9
Y7,6/11/2018,0.1243,LAP_3,NA,0.142,0.511,0.071,0,0.077,0.137,0.065,0,0,0,0.276,0.374,6/25/2018,14,2,2,5,6/27/2018,16,0.0792,6/28/2018,17,0.1018,296.5208606,5,281.3341054,116.4680435,187.0844258,52.91432755,488.800969,66.11930953,238.6885548,97.99366845,39,16.19413474,10,307.04422,43.21235096,378.4998248,347.4402476,12.95993946,378.4998248,48,347.4402476,12.95993946,378.4998248,347.4402476,12.95993946,378.4998248,347.4402476,12.95993946,378.4998248,7/12/2018,14,31,31,760.1704363,938.790568,NA,366.8750258,260.7751578,NA,138.3399175,0.509890568,202.3204983,8.430020764,29.56657114,NA,NA,0.0451,NA,26.07751578,2.956657114,NA,27.6,14.2,7.1,51.1,1.0451,4.51,12.43,31,14,4,NA,26.07751578,2.956657114,27.6,14.2,7.1,51.1,12.43,31,14,4
Y71,6/11/2018,0.1216,LAP_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/20/2018,9,1,7,1,7/7/2018,26,0.0761,7/8/2018,27,0.1189,76.20695997,33.33340118,74.34199065,33.48483532,67.18604384,26.58723461,306.3309439,113.5047832,193.6316645,103.4245658,33.3,17.34646938,11,471.6855364,97.84280922,613.1617452,509.0986437,93.01635113,613.1617452,74,538.650485,73.09552134,613.1617452,538.650485,73.09552134,613.1617452,542.0777157,69.00466646,613.1617452,7/9/2018,1,28,NA,209.0563206,1514.733296,58.07120017,239.2861074,420.7592488,30.5005005,220.9936705,0.755584757,288.075,12.003125,43.81342167,-14.2577785,Negative,0.0455,5.807120017,42.07592488,4.381342167,NA,NA,NA,NA,NA,1.0455,4.55,12.16,NA,9,1,5.807120017,42.07592488,4.381342167,NA,NA,NA,NA,12.16,NA,9,1
Y75,6/11/2018,0.1172,LAP_3,NA,0,0.438,0.274,0,0,0,0,0,0,0,0.288,0.438,6/20/2018,9,1,3,5,6/25/2018,14,0.0781,6/26/2018,15,0.081,103.0510126,27.93890609,101.1578966,27.95715028,74.39431615,10.21534673,205.3865438,61.97645175,104.1315512,53.61298198,31.5,14.12989194,15,605.2527265,141.4726456,842.3257373,626.2752621,121.1410862,842.3257373,184,753.0873969,28.4673243,842.3257373,753.0873969,28.4673243,842.3257373,756.0818114,24.33761895,842.3257373,7/19/2018,23,38,38,277.1804081,2063.517323,76.9945578,156.3263635,573.1992564,40.70265957,303.0179647,0.900640205,352.4034,14.683475,52.22462299,-24.76993481,Negative,0.0391,7.69945578,57.31992564,5.222462299,2.466333333,28.8,0,27.4,43.8,1.0391,3.91,11.72,38,9,1,7.69945578,57.31992564,5.222462299,28.8,0,27.4,43.8,11.72,38,9,1
Y77,6/11/2018,0.1207,LAP_3,NA,0.147,0.275,0.36,0,0.077,0.213,0.07,0,0,0,0.218,0.062,6/20/2018,9,1,3,5,7/3/2018,22,0.0717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,545.3408794,88.0486366,661.662494,545.3408794,88.0486366,661.662494,107,613.9117774,31.99305338,661.662494,613.9117774,31.99305338,661.662494,615.2121433,30.59424043,661.662494,7/4/2018,0,23,NA,NA,1832.316881,NA,NA,508.9769114,NA,263.3770148,NA,NA,NA,NA,NA,NA,0.049,NA,50.89769114,NA,NA,21.8,14.7,36,27.5,1.049,4.9,12.07,NA,9,1,NA,50.89769114,NA,21.8,14.7,36,27.5,12.07,NA,9,1
Y80,6/11/2018,0.1221,LAP_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/2/2018,21,3,8,1,7/3/2018,22,0.0922,7/4/2018,23,0.1157,132.1186548,6,64.42197384,23.62690336,57.66300145,15.90520383,225.8889713,148.6832636,87.38561079,86.43808496,40.33333333,18.68823159,10,453.9108629,75.58502268,555.089179,446.4679212,82.16426059,555.089179,124,501.7793179,32.06719718,554.7205585,506.4253598,33.39874029,555.089179,514.2788729,24.38154197,555.089179,7/9/2018,5,28,28,149.5260564,1164.650478,41.53501567,145.6382257,323.5140215,22.88743421,178.2690042,2.134056399,985.7676,41.07365,123.7456315,82.21061581,Positive,0.0299,4.153501567,32.35140215,12.37456315,NA,NA,NA,NA,NA,1.0299,2.99,12.21,28,21,9,4.153501567,32.35140215,12.37456315,NA,NA,NA,NA,12.21,28,21,9
Y81,6/11/2018,0.1195,LAP_3,NA,0,0.163,0.164,0,0,0.082,0,0,0,0,0.673,0.081,6/20/2018,9,2,8,1,6/27/2018,16,0.0745,6/28/2018,17,0.1153,66.83872115,26.12637198,66.83872115,26.12637198,41.82011195,8.053004571,137.5218939,88.06977681,40.43921707,16.67172069,32.25,15.59210173,13,586.4165697,59.40847383,879.8654931,601.1817379,54.52474319,879.8654931,290,562.5278857,14.76027624,595.4165346,680.7476581,49.03987088,879.8654931,684.3168976,46.86413489,879.8654931,7/8/2018,10,27,27,191.993105,1615.851913,53.33141807,109.7303702,448.8477537,27.8626359,234.4974499,0.522483221,195.01425,8.12559375,30.29677013,-23.03464793,Negative,0.045,5.333141807,44.88477537,3.029677013,NA,67.3,0,16.4,16.3,1.045,4.5,11.95,27,9,4,5.333141807,44.88477537,3.029677013,67.3,0,16.4,16.3,11.95,27,9,4
Y83,6/11/2018,0.1188,LAP_3,NA,0.07,0.536,0.187,0,0.07,0.068,0,0,0,0,0.207,0.468,6/18/2018,7,1,8,1,6/21/2018,10,0.0978,6/22/2018,11,0.1031,65.38387146,14.46268453,65.38387146,14.46268453,66.35507156,8.421637035,132.4339732,74.44041763,67.77168825,18.86956551,29.0625,15.24234781,17,544.531413,131.1979863,714.4324849,611.068392,30.96081954,687.3937508,25,611.068392,30.96081954,687.3937508,611.068392,30.96081954,687.3937508,611.068392,30.96081954,687.3937508,7/12/2018,20,31,31,143.069003,1337.102616,39.74138972,80.49554154,371.4173935,22.22428325,207.7050001,0.696903303,341.4672864,14.2278036,40.41071234,0.669322622,Positive,0.021,3.974138972,37.14173935,4.041071234,NA,20.7,7,18.7,53.6,1.021,2.1,11.88,31,7,1,3.974138972,37.14173935,4.041071234,20.7,7,18.7,53.6,11.88,31,7,1
Y89,6/11/2018,0.1136,LAP_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/18/2018,7,1,7,1,6/21/2018,10,0.1239,6/22/2018,11,0.0857,138.7425353,68.98295919,119.684385,94.83513717,63.54289246,9.938067687,297.6884614,127.367612,126.5533913,77.89788129,38.76190476,22.05879589,22,663.1018425,108.5557423,889.3288217,718.3860572,54.41892689,889.3288217,83,741.1344323,43.37619077,889.3288217,741.1344323,43.37619077,889.3288217,742.8533839,41.92611605,889.3288217,7/9/2018,17,28,28,206.7187925,1280.086913,57.4218868,142.8242551,355.579698,34.06789384,210.9622668,0.470194859,291.8682864,12.1611786,27.26477132,-30.15711548,Negative,-0.0103,5.74218868,35.5579698,2.726477132,NA,NA,NA,NA,NA,0.9897,-1.03,11.36,28,7,1,5.74218868,35.5579698,2.726477132,NA,NA,NA,NA,11.36,28,7,1
Y93,6/11/2018,0.116,LAP_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/20/2018,9,2,3,3,6/25/2018,14,0.1048,6/26/2018,15,0.1338,65.22232874,22.92779648,65.22232874,22.92779648,51.92673574,6.335380266,139.5307651,51.82583833,58.87673367,23.81107407,41.08333333,13.09724699,13,826.5690272,76.64439533,1327.418651,841.5370588,57.6731623,977.8656832,92,811.3833586,43.91316048,889.3087201,861.862981,55.10159502,977.8656832,877.3665672,34.03622142,977.8656832,7/17/2018,21,36,36,133.1829995,1656.832431,36.99527765,79.14435891,460.2312308,21.04924929,261.8583378,0.380725191,199.899,8.329125,22.07677322,-14.91850443,Negative,0.0112,3.699527765,46.02312308,2.207677322,NA,NA,NA,NA,NA,1.0112,1.12,11.6,36,9,4,3.699527765,46.02312308,2.207677322,NA,NA,NA,NA,11.6,36,9,4
YG24,7/9/2018,0.1035,LAP_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/1/2018,23,4,NA,NA,NA,NA,0.1463,1-Aug,23,0.1463,140.9169896,19.27872884,101.09776,29.20828268,79.09553597,9.497641072,148.4781181,22.64666208,103.9154215,31.10097484,33.5,17.07787593,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147.8805239,NA,41.07792329,60.32945484,NA,25.40502117,NA,NA,NA,NA,NA,NA,NA,-0.0428,4.107792329,NA,NA,0.081,NA,NA,NA,NA,0.9572,-4.28,10.35,NA,23,16,4.107792329,NA,NA,NA,NA,NA,NA,10.35,NA,23,16
YG34,7/9/2018,0.1192,LAP_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/1/2018,23,4,NA,NA,NA,NA,0.1318,2-Aug,24,0.1318,59.85996631,18.47269626,39.02207186,2,32.54337859,8.923179947,96.56041979,19.26045878,26.52385121,12.40904533,23.68181818,10.115459,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.35905446,NA,17.59973735,43.55068672,NA,10.60437407,NA,NA,NA,NA,NA,NA,NA,-0.0126,1.759973735,NA,NA,2.186333333,NA,NA,NA,NA,0.9874,-1.26,11.92,NA,23,16,1.759973735,NA,NA,NA,NA,NA,NA,11.92,NA,23,16
